"FIPSCode","excCDR2020","excCDR2021","countyName","stateFIPS","countyFIPS","state"
"29039",-189.54018954019,110.703660139763,"Cedar",29,39,"Missouri"
"29161",307.367854258279,216.151172118727,"Phelps",29,161,"Missouri"
"29137",242.354298903635,172.314761631246,"Monroe",29,137,"Missouri"
"29025",129.958187365804,315.173345339937,"Caldwell",29,25,"Missouri"
"29091",276.22922002913,317.961043513094,"Howell",29,91,"Missouri"
"29125",436.732766761095,499.464859079558,"Maries",29,125,"Missouri"
"29063",391.193595342067,36.0815442900956,"DeKalb",29,63,"Missouri"
"29109",181.349873843566,180.302594789516,"Lawrence",29,109,"Missouri"
"29011",34.3997248022016,274.654536091323,"Barton",29,11,"Missouri"
"29181",641.836919182788,781.102955015999,"Ripley",29,181,"Missouri"
"29031",292.343786466202,107.230765481442,"Cape Girardeau",29,31,"Missouri"
"29201",310.110115371475,340.684008979268,"Scott",29,201,"Missouri"
"29055",272.44421380384,490.389246464381,"Crawford",29,55,"Missouri"
"29057",329.728303877605,250.098723180203,"Dade",29,57,"Missouri"
"29073",508.854060655404,138.66341991342,"Gasconade",29,73,"Missouri"
"29103",424.065730188179,816.434026863313,"Knox",29,103,"Missouri"
"29047",136.833429944833,113.598527136338,"Clay",29,47,"Missouri"
"29061",142.82313734825,130.905628942045,"Daviess",29,61,"Missouri"
"29209",196.27241973575,257.191846065917,"Stone",29,209,"Missouri"
"29219",167.630542284804,409.340659340659,"Warren",29,219,"Missouri"
"29115",278.316606224171,25.3292806484296,"Linn",29,115,"Missouri"
"29129",822.22852282393,544.100801832761,"Mercer",29,129,"Missouri"
"29197",707.317073170732,149.179512680259,"Schuyler",29,197,"Missouri"
"29019",101.803611578391,122.873957188126,"Boone",29,19,"Missouri"
"29015",231.11293718864,262.162843458533,"Benton",29,15,"Missouri"
"29013",68.4292379471229,434.890656063618,"Bates",29,13,"Missouri"
"29067",337.609723160027,683.060109289617,"Douglas",29,67,"Missouri"
"29093",385.537147025112,551.782682512733,"Iron",29,93,"Missouri"
"29223",535.570829242167,824.628916987356,"Wayne",29,223,"Missouri"
"29179",360.065466448445,591.521524811042,"Reynolds",29,179,"Missouri"
"29185",117.521367521368,256.109273289937,"St. Clair",29,185,"Missouri"
"29169",145.102781136638,172.740443552881,"Pulaski",29,169,"Missouri"
"29111",50.0400320256205,269.865067466267,"Lewis",29,111,"Missouri"
"29005",702.087286527514,648.36003051106,"Atchison",29,5,"Missouri"
"29121",494.331663590825,32.9315682012777,"Macon",29,121,"Missouri"
"29205",445.397558561531,283.616950283617,"Shelby",29,205,"Missouri"
"29131",200.972707906266,357.673913917132,"Miller",29,131,"Missouri"
"29147",-56.2350625615071,-103.930461073318,"Nodaway",29,147,"Missouri"
"29083",232.039674234497,239.072578826289,"Henry",29,83,"Missouri"
"29145",155.152424469754,249.692102643699,"Newton",29,145,"Missouri"
"29043",146.50621812651,270.931367709807,"Christian",29,43,"Missouri"
"29085",587.613115524739,724.045311222702,"Hickory",29,85,"Missouri"
"29175",206.653430041736,206.127233045025,"Randolph",29,175,"Missouri"
"29215",430.649224018851,558.165682849456,"Texas",29,215,"Missouri"
"29149",584.532374100719,544.674933364237,"Oregon",29,149,"Missouri"
"29167",176.544766708701,178.264268960125,"Polk",29,167,"Missouri"
"29227",203.252032520325,555.555555555556,"Worth",29,227,"Missouri"
"29221",409.61108061315,531.869628116756,"Washington",29,221,"Missouri"
"29153",764.331210191083,491.822029051813,"Ozark",29,153,"Missouri"
"29049",251.184834123223,-108.108108108108,"Clinton",29,49,"Missouri"
"29155",596.574507665662,457.905409825342,"Pemiscot",29,155,"Missouri"
"29101",138.775812301088,230.934082175584,"Johnson",29,101,"Missouri"
"29123",183.48623853211,403.353369186966,"Madison",29,123,"Missouri"
"29229",38.362470543103,172.534641721033,"Wright",29,229,"Missouri"
"29071",234.03543965229,212.049750865315,"Franklin",29,71,"Missouri"
"29117",157.07163832548,190.12697766008,"Livingston",29,117,"Missouri"
"29017",538.8331475288,435.9776324519,"Bollinger",29,17,"Missouri"
"29075",549.539356715694,340.632603406326,"Gentry",29,75,"Missouri"
"29151",71.3373883006683,29.940119760479,"Osage",29,151,"Missouri"
"29001",71.2081652029433,238.151940938319,"Adair",29,1,"Missouri"
"29003",88.7951606637438,49.9611413345176,"Andrew",29,3,"Missouri"
"29225",155.232084690554,353.071723998789,"Webster",29,225,"Missouri"
"29033",353.481795687522,190.748688602766,"Carroll",29,33,"Missouri"
